"","X.3","X.2","X.1","X","React","Reward","keyResponse","Bank","Subnum","Sex","Race","Ethnicity","Bonus","Condition","OptimChoice","Trial","Block","SubjID"
"530",530,530,530,530,752,450,2,12550,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,30,2,6
"531",531,531,531,531,1246,300,3,12850,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,31,2,6
"532",532,532,532,532,1015,500,1,13350,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,32,2,6
"533",533,533,533,533,414,250,4,13600,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,33,2,6
"534",534,534,534,534,716,300,3,13900,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,34,2,6
"535",535,535,535,535,901,450,2,14350,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,35,2,6
"536",536,536,536,536,789,450,2,14800,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,36,2,6
"537",537,537,537,537,507,1300,3,16100,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,37,2,6
"538",538,538,538,538,1390,250,4,16350,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,38,2,6
"539",539,539,539,539,645,500,1,16850,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,39,2,6
"540",540,540,540,540,1092,450,2,17300,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,40,2,6
"541",541,541,541,541,861,300,3,17600,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,41,2,6
"542",542,542,542,542,2357,200,2,17800,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,42,2,6
"543",543,543,543,543,524,300,3,18100,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,43,2,6
"544",544,544,544,544,869,500,1,18600,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,44,2,6
"545",545,545,545,545,1358,1500,4,20100,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,45,2,6
"546",546,546,546,546,1164,450,2,20550,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,46,2,6
"547",547,547,547,547,941,300,3,20850,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,47,2,6
"548",548,548,548,548,684,500,1,21350,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,48,2,6
"549",549,549,549,549,907,250,4,21600,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,49,2,6
"550",550,550,550,550,556,450,2,22050,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,50,2,6
"551",551,551,551,551,3101,300,3,22350,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,51,3,6
"552",552,552,552,552,1086,250,4,22600,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,52,3,6
"553",553,553,553,553,1419,450,2,23050,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,53,3,6
"554",554,554,554,554,948,0,1,23050,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,54,3,6
"555",555,555,555,555,580,450,2,23500,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,55,3,6
"556",556,556,556,556,820,1300,3,24800,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,56,3,6
"557",557,557,557,557,855,300,3,25100,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,57,3,6
"558",558,558,558,558,612,250,4,25350,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,58,3,6
"559",559,559,559,559,652,200,2,25550,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,59,3,6
"560",560,560,560,560,1099,250,4,25800,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,60,3,6
"561",561,561,561,561,908,300,3,26100,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,61,3,6
"562",562,562,562,562,789,500,1,26600,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,62,3,6
"563",563,563,563,563,1013,1500,4,28100,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,63,3,6
"564",564,564,564,564,949,250,4,28350,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,64,3,6
"565",565,565,565,565,885,450,2,28800,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,65,3,6
"566",566,566,566,566,965,300,3,29100,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,66,3,6
"567",567,567,567,567,1388,500,1,29600,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,67,3,6
"568",568,568,568,568,1493,250,4,29850,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,68,3,6
"569",569,569,569,569,444,450,2,30300,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,69,3,6
"570",570,570,570,570,1628,300,3,30600,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,70,3,6
"571",571,571,571,571,637,450,2,31050,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,71,3,6
"572",572,572,572,572,1013,250,4,31300,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,72,3,6
"573",573,573,573,573,1517,450,2,31750,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,73,3,6
"574",574,574,574,574,628,1300,3,33050,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,74,3,6
"575",575,575,575,575,652,300,3,33350,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,75,3,6
"576",576,576,576,576,2292,200,2,33550,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,76,4,6
"577",577,577,577,577,572,250,4,33800,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,77,4,6
"578",578,578,578,578,837,500,1,34300,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,78,4,6
"579",579,579,579,579,972,500,1,34800,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,79,4,6
"580",580,580,580,580,213,0,1,34800,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,80,4,6
"581",581,581,581,581,454,500,1,35300,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,81,4,6
"582",582,582,582,582,339,450,2,35750,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,82,4,6
"583",583,583,583,583,869,300,3,36050,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,83,4,6
"584",584,584,584,584,596,1500,4,37550,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,84,4,6
"585",585,585,585,585,604,450,2,38000,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,85,4,6
"586",586,586,586,586,811,300,3,38300,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,86,4,6
"587",587,587,587,587,637,250,4,38550,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,87,4,6
"588",588,588,588,588,346,450,2,39000,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,88,4,6
"589",589,589,589,589,700,450,2,39450,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,89,4,6
"590",590,590,590,590,323,200,2,39650,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,90,4,6
"591",591,591,591,591,318,450,2,40100,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,91,4,6
"592",592,592,592,592,470,450,2,40550,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,92,4,6
"593",593,593,593,593,790,300,3,40850,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,93,4,6
"594",594,594,594,594,501,250,4,41100,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,94,4,6
"595",595,595,595,595,1374,500,1,41600,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,95,4,6
"596",596,596,596,596,1071,500,1,42100,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,96,4,6
"597",597,597,597,597,814,250,4,42350,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,97,4,6
"598",598,598,598,598,574,1300,3,43650,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,98,4,6
"599",599,599,599,599,407,300,3,43950,6,"Female","White","Not Hispanic or Latino",4.4,"Control",1,99,4,6
"600",600,600,600,600,710,450,2,44400,6,"Female","White","Not Hispanic or Latino",4.4,"Control",0,100,4,6
"601",601,601,601,601,4949,250,4,250,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,1,1,7
"602",602,602,602,602,2632,250,4,500,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,2,1,7
"603",603,603,603,603,1260,450,2,950,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,3,1,7
"604",604,604,604,604,858,450,2,1400,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,4,1,7
"605",605,605,605,605,957,500,1,1900,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,5,1,7
"606",606,606,606,606,709,300,3,2200,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,6,1,7
"607",607,607,607,607,2141,500,1,2700,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,7,1,7
"608",608,608,608,608,693,500,1,3200,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,8,1,7
"609",609,609,609,609,613,500,1,3700,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,9,1,7
"610",610,610,610,610,724,0,1,3700,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,10,1,7
"611",611,611,611,611,5525,450,2,4150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,11,1,7
"612",612,612,612,612,605,500,1,4650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,12,1,7
"613",613,613,613,613,570,500,1,5150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,13,1,7
"614",614,614,614,614,302,500,1,5650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,14,1,7
"615",615,615,615,615,2029,500,1,6150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,15,1,7
"616",616,616,616,616,2275,0,1,6150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,16,1,7
"617",617,617,617,617,1029,500,1,6650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,17,1,7
"618",618,618,618,618,842,500,1,7150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,18,1,7
"619",619,619,619,619,677,500,1,7650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,19,1,7
"620",620,620,620,620,541,500,1,8150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,20,1,7
"621",621,621,621,621,542,0,1,8150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,21,1,7
"622",622,622,622,622,491,500,1,8650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,22,1,7
"623",623,623,623,623,708,500,1,9150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,23,1,7
"624",624,624,624,624,725,500,1,9650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,24,1,7
"625",625,625,625,625,556,500,1,10150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,25,1,7
"626",626,626,626,626,1117,300,3,10450,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,26,2,7
"627",627,627,627,627,573,0,1,10450,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,27,2,7
"628",628,628,628,628,965,450,2,10900,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,28,2,7
"629",629,629,629,629,876,500,1,11400,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,29,2,7
"630",630,630,630,630,524,500,1,11900,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,30,2,7
"631",631,631,631,631,667,500,1,12400,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,31,2,7
"632",632,632,632,632,1125,250,4,12650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,32,2,7
"633",633,633,633,633,710,500,1,13150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,33,2,7
"634",634,634,634,634,414,0,1,13150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,34,2,7
"635",635,635,635,635,554,500,1,13650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,35,2,7
"636",636,636,636,636,516,500,1,14150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,36,2,7
"637",637,637,637,637,716,500,1,14650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,37,2,7
"638",638,638,638,638,544,500,1,15150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,38,2,7
"639",639,639,639,639,467,0,1,15150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,39,2,7
"640",640,640,640,640,483,500,1,15650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,40,2,7
"641",641,641,641,641,588,500,1,16150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,41,2,7
"642",642,642,642,642,539,500,1,16650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,42,2,7
"643",643,643,643,643,5795,500,1,17150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,43,2,7
"644",644,644,644,644,788,0,1,17150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,44,2,7
"645",645,645,645,645,715,500,1,17650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,45,2,7
"646",646,646,646,646,717,500,1,18150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,46,2,7
"647",647,647,647,647,891,500,1,18650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,47,2,7
"648",648,648,648,648,508,500,1,19150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,48,2,7
"649",649,649,649,649,420,0,1,19150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,49,2,7
"650",650,650,650,650,580,500,1,19650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,50,2,7
"651",651,651,651,651,3692,500,1,20150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,51,3,7
"652",652,652,652,652,822,500,1,20650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,52,3,7
"653",653,653,653,653,478,500,1,21150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,53,3,7
"654",654,654,654,654,484,0,1,21150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,54,3,7
"655",655,655,655,655,1125,500,1,21650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,55,3,7
"656",656,656,656,656,669,500,1,22150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,56,3,7
"657",657,657,657,657,598,500,1,22650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,57,3,7
"658",658,658,658,658,610,500,1,23150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,58,3,7
"659",659,659,659,659,1884,0,1,23150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,59,3,7
"660",660,660,660,660,909,500,1,23650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,60,3,7
"661",661,661,661,661,500,500,1,24150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,61,3,7
"662",662,662,662,662,564,500,1,24650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,62,3,7
"663",663,663,663,663,1213,500,1,25150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,63,3,7
"664",664,664,664,664,1068,0,1,25150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,64,3,7
"665",665,665,665,665,1221,500,1,25650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,65,3,7
"666",666,666,666,666,708,500,1,26150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,66,3,7
"667",667,667,667,667,766,200,2,26350,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,67,3,7
"668",668,668,668,668,1572,250,4,26600,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,68,3,7
"669",669,669,669,669,1357,300,3,26900,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,69,3,7
"670",670,670,670,670,924,300,3,27200,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,70,3,7
"671",671,671,671,671,813,1500,4,28700,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,71,3,7
"672",672,672,672,672,747,250,4,28950,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,72,3,7
"673",673,673,673,673,742,450,2,29400,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,73,3,7
"674",674,674,674,674,733,1300,3,30700,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,74,3,7
"675",675,675,675,675,1524,250,4,30950,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,75,3,7
"676",676,676,676,676,773,300,3,31250,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,76,4,7
"677",677,677,677,677,893,300,3,31550,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,77,4,7
"678",678,678,678,678,1062,300,3,31850,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,78,4,7
"679",679,679,679,679,445,450,2,32300,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,79,4,7
"680",680,680,680,680,797,500,1,32800,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,80,4,7
"681",681,681,681,681,619,250,4,33050,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,81,4,7
"682",682,682,682,682,454,300,3,33350,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,82,4,7
"683",683,683,683,683,524,450,2,33800,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,83,4,7
"684",684,684,684,684,1059,450,2,34250,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,84,4,7
"685",685,685,685,685,653,500,1,34750,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,85,4,7
"686",686,686,686,686,1269,250,4,35000,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,86,4,7
"687",687,687,687,687,652,1300,3,36300,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,87,4,7
"688",688,688,688,688,699,300,3,36600,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,88,4,7
"689",689,689,689,689,532,300,3,36900,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,89,4,7
"690",690,690,690,690,1020,1500,4,38400,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,90,4,7
"691",691,691,691,691,2316,250,4,38650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,91,4,7
"692",692,692,692,692,532,250,4,38900,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,92,4,7
"693",693,693,693,693,460,250,4,39150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,93,4,7
"694",694,694,694,694,606,200,2,39350,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,94,4,7
"695",695,695,695,695,709,0,1,39350,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,95,4,7
"696",696,696,696,696,2027,300,3,39650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,96,4,7
"697",697,697,697,697,1014,250,4,39900,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,97,4,7
"698",698,698,698,698,804,300,3,40200,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,98,4,7
"699",699,699,699,699,853,450,2,40650,7,"Female","White","Not Hispanic or Latino",2.15,"Control",0,99,4,7
"700",700,700,700,700,723,1500,4,42150,7,"Female","White","Not Hispanic or Latino",2.15,"Control",1,100,4,7
"701",701,701,701,701,7822,300,3,300,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,1,1,8
"702",702,702,702,702,3843,450,2,750,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,2,1,8
"703",703,703,703,703,3852,500,1,1250,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,3,1,8
"704",704,704,704,704,1420,250,4,1500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,4,1,8
"705",705,705,705,705,1316,250,4,1750,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,5,1,8
"706",706,706,706,706,1597,500,1,2250,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,6,1,8
"707",707,707,707,707,4181,500,1,2750,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,7,1,8
"708",708,708,708,708,974,500,1,3250,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,8,1,8
"709",709,709,709,709,4762,0,1,3250,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,9,1,8
"710",710,710,710,710,1979,450,2,3700,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,10,1,8
"711",711,711,711,711,685,450,2,4150,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,11,1,8
"712",712,712,712,712,1124,450,2,4600,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,12,1,8
"713",713,713,713,713,1714,200,2,4800,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,13,1,8
"714",714,714,714,714,1415,300,3,5100,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,14,1,8
"715",715,715,715,715,1413,300,3,5400,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,15,1,8
"716",716,716,716,716,1117,300,3,5700,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,16,1,8
"717",717,717,717,717,854,1300,3,7000,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,17,1,8
"718",718,718,718,718,979,300,3,7300,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,18,1,8
"719",719,719,719,719,1492,500,1,7800,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,19,1,8
"720",720,720,720,720,1146,500,1,8300,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,20,1,8
"721",721,721,721,721,699,500,1,8800,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,21,1,8
"722",722,722,722,722,1004,500,1,9300,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,22,1,8
"723",723,723,723,723,652,0,1,9300,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,23,1,8
"724",724,724,724,724,746,450,2,9750,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,24,1,8
"725",725,725,725,725,501,450,2,10200,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,25,1,8
"726",726,726,726,726,414,450,2,10650,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,26,2,8
"727",727,727,727,727,523,450,2,11100,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,27,2,8
"728",728,728,728,728,1701,200,2,11300,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,28,2,8
"729",729,729,729,729,2349,450,2,11750,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,29,2,8
"730",730,730,730,730,517,450,2,12200,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,30,2,8
"731",731,731,731,731,533,450,2,12650,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,31,2,8
"732",732,732,732,732,429,450,2,13100,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,32,2,8
"733",733,733,733,733,426,200,2,13300,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,33,2,8
"734",734,734,734,734,454,300,3,13600,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,34,2,8
"735",735,735,735,735,428,300,3,13900,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,35,2,8
"736",736,736,736,736,373,300,3,14200,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,36,2,8
"737",737,737,737,737,934,1300,3,15500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,37,2,8
"738",738,738,738,738,445,300,3,15800,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,38,2,8
"739",739,739,739,739,469,300,3,16100,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,39,2,8
"740",740,740,740,740,677,300,3,16400,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,40,2,8
"741",741,741,741,741,437,300,3,16700,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,41,2,8
"742",742,742,742,742,502,1300,3,18000,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,42,2,8
"743",743,743,743,743,470,300,3,18300,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,43,2,8
"744",744,744,744,744,483,300,3,18600,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,44,2,8
"745",745,745,745,745,461,300,3,18900,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,45,2,8
"746",746,746,746,746,493,300,3,19200,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,46,2,8
"747",747,747,747,747,1420,500,1,19700,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,47,2,8
"748",748,748,748,748,389,1300,3,21000,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,48,2,8
"749",749,749,749,749,437,500,1,21500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,49,2,8
"750",750,750,750,750,2195,500,1,22000,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,50,2,8
"751",751,751,751,751,531,500,1,22500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,51,3,8
"752",752,752,752,752,525,0,1,22500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,52,3,8
"753",753,753,753,753,1549,500,1,23000,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,53,3,8
"754",754,754,754,754,563,500,1,23500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,54,3,8
"755",755,755,755,755,574,500,1,24000,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,55,3,8
"756",756,756,756,756,1132,250,4,24250,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,56,3,8
"757",757,757,757,757,381,250,4,24500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,57,3,8
"758",758,758,758,758,2029,1500,4,26000,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,58,3,8
"759",759,759,759,759,3757,500,1,26500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,59,3,8
"760",760,760,760,760,884,250,4,26750,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,60,3,8
"761",761,761,761,761,629,250,4,27000,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,61,3,8
"762",762,762,762,762,445,250,4,27250,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,62,3,8
"763",763,763,763,763,411,250,4,27500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,63,3,8
"764",764,764,764,764,530,1500,4,29000,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,64,3,8
"765",765,765,765,765,1046,450,2,29450,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,65,3,8
"766",766,766,766,766,684,0,1,29450,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,66,3,8
"767",767,767,767,767,450,500,1,29950,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,67,3,8
"768",768,768,768,768,438,500,1,30450,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,68,3,8
"769",769,769,769,769,635,500,1,30950,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,69,3,8
"770",770,770,770,770,491,500,1,31450,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,70,3,8
"771",771,771,771,771,434,0,1,31450,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,71,3,8
"772",772,772,772,772,1206,300,3,31750,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,72,3,8
"773",773,773,773,773,558,300,3,32050,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,73,3,8
"774",774,774,774,774,469,300,3,32350,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,74,3,8
"775",775,775,775,775,432,300,3,32650,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,75,3,8
"776",776,776,776,776,444,1300,3,33950,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,76,4,8
